2024-07-17_17-25-03.jpeg, 0.00879744, 0.999907, 0.0104119, 0.98477, -0.0104714, 0.173549, -0.173642, -0.00872654, 0.98477
2024-07-17_17-25-05.jpeg, 0.744034, 0.668076, -0.00940014, 0.665205, -0.739374, 0.104061, -0.0625703, 0.0836779, 0.994527
2024-07-17_17-25-06.jpeg, 0.999117, 0.0261033, 0.032926, 0.0235452, -0.996843, 0.0758209, -0.0348013, 0.0749787, 0.996578
2024-07-17_17-25-08.jpeg, 0.998819, 0.0451227, 0.0180022, 0.0430217, -0.993679, 0.103689, -0.0225672, 0.102793, 0.994447
2024-07-17_17-25-10.jpeg, 0.998151, 0.0555917, 0.024563, 0.0531123, -0.994332, 0.0921074, -0.0295442, 0.0906326, 0.995446
2024-07-17_17-25-11.jpeg, 0.998459, 0.0521955, 0.0188242, 0.0506633, -0.995948, 0.0743064, -0.0226264, 0.0732382, 0.997058
2024-07-17_17-25-13.jpeg, 0.998221, 0.0556256, 0.0214667, 0.0536152, -0.994939, 0.08498, -0.0260851, 0.0836779, 0.996151
2024-07-17_17-25-14.jpeg, 0.998976, 0.0452105, -0.00197344, 0.0452201, -0.995611, 0.0819332, -0.00173946, 0.0819385, 0.996636
2024-07-17_17-25-16.jpeg, 0.998135, 0.0608069, -0.00542687, 0.0610486, -0.994183, 0.0887285, 0, 0.0888943, 0.996041
2024-07-17_17-25-18.jpeg, 0.998713, 0.0487308, 0.0140245, 0.0476264, -0.996373, 0.0705151, -0.0174099, 0.0697565, 0.997412
2024-07-17_17-25-19.jpeg, 0.998399, 0.0556785, 0.00994971, 0.0548192, -0.995885, 0.0721584, -0.0139264, 0.0714974, 0.997344
2024-07-17_17-25-21.jpeg, 0.998511, 0.0539336, 0.00823878, 0.0531813, -0.995855, 0.0737862, -0.0121842, 0.0732382, 0.99724
2024-07-17_17-25-23.jpeg, 0.935563, -0.352889, 0.0138164, -0.35309, -0.933893, 0.0563143, 0.00696968, 0.057564, 0.998317
2024-07-17_17-25-24.jpeg, 0.305904, -0.952022, -0.0088119, -0.948228, -0.303829, -0.0924736, -0.0853596, -0.0366437, 0.995676
2024-07-17_17-25-30.jpeg, -0.946773, -0.318804, 0.0445528, -0.321134, 0.925873, -0.199076, -0.022216, 0.202787, 0.978971
2024-07-17_17-25-31.jpeg, -0.946153, -0.321503, 0.0378243, -0.323716, 0.939033, -0.115864, -0.00173232, 0.121869, 0.992545
2024-07-17_17-25-32.jpeg, -0.94721, -0.319083, 0.0312864, -0.320613, 0.94269, -0.0924315, 0, 0.0975829, 0.995227
2024-07-17_17-25-33.jpeg, -0.945583, -0.322584, 0.042564, -0.325083, 0.942192, -0.0812152, 0.0139047, 0.0906326, 0.995787
2024-07-17_17-25-34.jpeg, -0.946181, -0.321135, 0.0401811, -0.32334, 0.943329, -0.0747063, 0.0139132, 0.0836779, 0.996396
2024-07-17_17-25-35.jpeg, -0.946196, -0.321227, 0.0390601, -0.323294, 0.9436, -0.0714133, 0.0139172, 0.0801989, 0.996682
2024-07-17_17-25-36.jpeg, -0.945881, -0.322874, 0.0325821, -0.324439, 0.943038, -0.0736118, 0.00695877, 0.0801989, 0.996755
2024-07-17_17-25-37.jpeg, -0.946964, -0.319711, 0.0323041, -0.321221, 0.944544, -0.0682201, 0.00870197, 0.0749787, 0.997147
